,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
2052,Super 7 Pizza Shoppe,110 Centennial Olympic Park Dr SW,33.7517828,-84.3992599,0.7613163915,"chicken wings, hot dogs, pizza, fast food, restaurants",,restaurant
2053,CraveWell Cafe Westside Village,"2260 Marietta Blvd NW, Ste 105",33.8169403,-84.4481506,0.726533589,"vegetarian, restaurants, food, acai bowls, juice bars  smoothies",,restaurant
2054,Oakview Coffee,"707 East Lake Dr B, Decatur, GA 30030",33.7591929,-84.3032761,0.7373922965,"sandwiches, food, restaurants, coffee  tea","cafe, food",food
2055,Beijing Kabobs,"5090 Buford Hwy NE, Ste 103",33.8913647,-84.2857341,0.642753683,"chinese, restaurants",,restaurant
2056,Great Wraps,"231 Peachtree St, Ste B-37",33.7602246,-84.3871758,0.3887731428,"cheesesteaks, breakfast  brunch, food, fast food, restaurants, wraps, greek",,restaurant
2057,Pita Mediterranean Street Food,"3240 S Cobb Dr, Ste 1100",33.8762711,-84.5333375,0.7144353913,"greek, restaurants, mediterranean, lebanese, middle eastern",,restaurant
2058,Subway,"2550 Cobb Pkwy Hwy, Ste 101",33.8904858,-84.4764868,0.4589983495,"restaurants, mexican, sandwiches, fast food",,restaurant
2059,The Flying Biscuit Cafe,"5975 Roswell Rd, Sandy Springs, GA 30328",33.9181247,-84.3787341,0.7229985441,"southern, food, breakfast  brunch, restaurants, american new, american traditional","restaurant, food",food
2060,Taverna Plaka,2196 Cheshire Bridge Rd NE,33.8148439,-84.3536305,0.7232658667,"italian, seafood, restaurants, bars, greek, nightlife, mediterranean",,restaurant
2061,Muss & Turner's,"1675 Cumberland Pkwy, Ste 309",33.8494205,-84.4918403,0.8053125843,"nightlife, restaurants, breakfast  brunch, american new, beer, wine  spirits, specialty food, delis, bars, food",,restaurant
2062,BUFFALO BAR,"2580 Windy Hill Rd SE, Ste 400",33.9007127,-84.4779604,0.6710354466,"american traditional, seafood markets, food, bars, chicken wings, restaurants, barbeque, seafood, nightlife, delis, sports bars, specialty food, beer bar, american new, beer, wine  spirits",,restaurant
2063,Java Jive,"790 Ponce De Leon Ave NE, Atlanta, GA 30306",33.7739373,-84.3614986,0.7019812544,"restaurants, breakfast  brunch","restaurant, food",food
2064,Plated Lounge,2801 E Point St,33.6788491,-84.4421483,0.745938071,"caterers, local flavor, event planning  services, barbeque, restaurants",,restaurant
2065,Mezze-Potamia,"160 Clairemont Ave, Ste 160",33.7775421,-84.2970465,0.784545,"restaurants, sandwiches",,restaurant
2066,Sweet Tomatoes,6340 Peachtree Dunwoody Rd,33.928066,-84.352571,0.6991150643,"vegetarian, salad, restaurants, soup, buffets",,restaurant
2067,STG Trattoria,"102 W Paces Ferry Rd, Ste E",33.8406616,-84.3841141,0.7117060091,"restaurants, pizza",,restaurant
2068,Burger King,3542 Memorial Dr,33.7548539,-84.2685771,0.3406668588,"burgers, restaurants, fast food",,restaurant
2069,Village Taqueria & Tequila Bar,"4600 W Village Pl, Ste 3007",33.8437012,-84.489974,0.5909170684,"restaurants, mexican, latin american",,restaurant
2070,Urban Pie,"2012 Hosea L Williams Dr NE, Ste A",33.7513899,-84.3218474,0.6797053164,"restaurants, chicken wings, salad, pizza",,restaurant
2071,American Deli,840 Oak St SW,33.7392371,-84.4157069,0.6318352757,"restaurants, chicken wings, american new, delis, fast food, american traditional, chicken shop",,restaurant
2072,Subway,"1221 Caroline St, Ste G110",33.7582733,-84.3486431,0.5111043417,"sandwiches, restaurants, fast food",,restaurant
2073,Panera Bread,"2274 Peachtree Rd NW, Ste A",33.8166543,-84.390764,0.522238705,"bagels, breakfast  brunch, salad, bakeries, restaurants, coffee  tea, soup, food, sandwiches",,restaurant
2074,Hodges,2141 Candler Rd,33.727979,-84.280878,0.4961666795,"barbeque, restaurants",,restaurant
2075,Jimmy John's,1921 Peachtree Rd,33.8071969,-84.3935135,0.323950148,"fast food, food, food delivery services, restaurants, delis, sandwiches",,restaurant
2076,First Watch,"5001 Peachtree Blvd, Ste 700",33.8843163,-84.315938,0.6856357768,"breakfast  brunch, american traditional, restaurants, cafes",,restaurant
2077,Aldo's Italian Restaurant,"4450 Hugh Howell Rd, Ste 18",33.8506268,-84.2054403,0.4737279082,"restaurants, persianiranian, italian, greek",,restaurant
2078,Illegal Food,427 Edgewood Ave,33.7541124,-84.3736708,0.6571656666,"food, diners, restaurants",,restaurant
2079,857 Collier Rd NW,857 Collier Rd,33.8103352,-84.4159945,0.3322540601,"seafood, barbeque, restaurants",,restaurant
2080,Sotto Sotto Restaurant,"313 North Highland Avenue Northeast, Atlanta, GA 30307",33.7630359,-84.3576615,0.7879435604,"nightlife, beer, wine  spirits, bars, italian, food, restaurants, wine bars","bar, restaurant, food",food
2081,Cafe Kia Ora @ Overton,3400 Overton Park Dr,33.8885287,-84.4572084,0.773790517,"american traditional, restaurants, sandwiches, cafes, food",,restaurant
2082,Subway,"1295 Powers Ferry Rd, Ste B",33.9207619,-84.4671088,0.4902510019,"fast food, sandwiches, restaurants",,restaurant
2083,Einstein Bros. Bagels,"4324 Lavista Rd, Ste D-103",33.8481578,-84.241833,0.5733268048,"beverage store, food, juice bars  smoothies, coffee  tea, breakfast  brunch, bagels, restaurants",,restaurant
2084,chopstixatlanta.net,4279 Roswell Rd NE,33.8712162,-84.3790928,0.5416157665,"chinese, restaurants",,restaurant
2085,Justin's Restaurant Inc,2200 Peachtree Rd NW,33.8141021,-84.3924523,0.4507890148,"restaurants, southern",,restaurant
2086,Waffle House,2886 Clairmont Rd NE,33.8411294,-84.3140424,0.6366233008,"restaurants, diners, american traditional, breakfast  brunch, american new, sandwiches",,restaurant
2087,EVOS Viewpoint,855 Peachtree St,33.7778487,-84.3840684,0.5718234929,"fast food, food, restaurants",,restaurant
2088,"Hickory and Hazel, Renaissance Hotel",2081 Convention Center Concourse,33.6433067,-84.4563369,0.697241371,"southern, nightlife, restaurants, bars, cocktail bars",,restaurant
2089,Fork & Juniper Restaurant,"125 10th St NE, Atlanta, GA 30309",33.7814843,-84.3830344,0.4243018496,"restaurants, southern, american new","restaurant, food",food
2090,Burger King,199 SW Northside Dr,33.7492858,-84.4048235,0.3441360842,"fast food, restaurants, burgers",,restaurant
2091,DUA Vietnamese,77 12th Street,33.784203,-84.3845716,0.7534573602,"poke, food, restaurants, vietnamese",,restaurant
2092,Gladys Knight's Chicken and Waffles,529 Peachtree St NE,33.768957,-84.384876,0.61143268,"waffles, restaurants, southern, soul food",,restaurant
2093,Room Service Lounge,1937 Piedmont Cir NE,33.810396,-84.3674846,0.3886208803,"nightlife, american traditional, bars, local flavor, lounges, dance clubs, restaurants, caribbean, southern",,restaurant
2094,Three Dollar Cafe Buckhead (Chastain),"4475 Roswell Rd NE, Atlanta, GA 30342",33.8772842,-84.3793736,0.6192117203,"chicken wings, nightlife, american traditional, sports bars, bars, restaurants","bar, restaurant, food",food
2095,Carver's Country Kitchen,1118 W Marietta St NW,33.7853374,-84.4238231,0.654772031,"grocery, food, american traditional, restaurants, southern",,restaurant
2096,Curry Up Now,1575 Church St,33.79342,-84.28374,0.8106106988,"halal, tacos, restaurants, indian, vegan, glutenfree, mexican",,restaurant
2097,GENES BBQ,2358 Hosea L Williams Dr NE,33.7509344,-84.3095772,0.7954947619,"barbeque, restaurants",,restaurant
2098,Wing Factory,2997 Cumberland Blvd SE,33.882428,-84.474517,0.671360205,"sandwiches, burgers, chicken wings, restaurants, american new",,restaurant
2099,Thumbs Up Gourmet Express,581 Edgewood Ave SE,33.7541089,-84.3683542,0.7215119756,"barbeque, restaurants",,restaurant
2100,3173 Roswell Rd,3173 Roswell Rd,33.84168,-84.3785509,0.4595189672,"food trucks, southern, food, sandwiches, restaurants",,restaurant
2101,Azule Restaurant and Lounge,2625 Piedmont Rd NE,33.8262786,-84.3661922,0.3377091432,"bars, restaurants, lounges, nightlife, caribbean",,restaurant
2102,Louisiana SeaFood & Wing,"3389 Columbia Woods Dr, Ste C",33.7183842,-84.2528841,0.736690091,"seafood, chicken wings, restaurants, burgers",,restaurant
2103,QuikTrip,2671 Spring Rd,33.8842603,-84.4755554,0.5329654208,"automotive, gas stations, convenience stores, food, fast food, restaurants",,restaurant
2104,The Pecan Bistro,6000 N Terminal Pkwy,33.639725,-84.4193696,0.3590255201,"sandwiches, food, breakfast  brunch, desserts, restaurants",,restaurant
2105,J-Bistro,"6035 Peachtree Rd, Ste A112",33.9075091,-84.2871318,0.7792266938,"chinese, restaurants",,restaurant
2106,Pacci Ristorante,866 W Peachtree St NW,33.7784055,-84.3877692,0.669174852,"restaurants, italian",,restaurant
2107,QuikTrip,4113 Covington Hwy,33.7533464,-84.2346179,0.6391599037,"gas stations, convenience stores, food, fast food, restaurants, automotive",,restaurant
2108,Mandarin Palace,4073 Lavista Rd,33.844593,-84.2521482,0.4885678893,"restaurants, chinese",,restaurant
2109,Herban Fix,565-A Peachtree St NE,33.7700809,-84.3848744,0.8456796269,"vegan, vegetarian, glutenfree, asian fusion, restaurants",,restaurant
2110,Frank Ski’s Restaurant & Lounge,2110 Peachtree Rd,33.8120648,-84.3926662,0.4937043316,"bars, nightlife, american traditional, lounges, breakfast  brunch, restaurants, southern",,restaurant
2111,Senegambia Restaurant,2180 Campbellton Rd SW,33.7053068,-84.4597699,0.6162790072,"soul food, african, caribbean, restaurants",,restaurant
2112,Subway,515 Windy Hill Rd SE,33.8948432,-84.5381427,0.5343044621,"sandwiches, restaurants, fast food",,restaurant
2113,Waffle House,112 Courtland St,33.7599121,-84.3917791,0.6530801259,"sandwiches, american traditional, diners, restaurants, american new, breakfast  brunch",,restaurant
2114,American Deli,"2434 Gresham Rd SE, Ste A",33.7177618,-84.309882,0.6224438806,"fast food, seafood, american traditional, chicken wings, restaurants, delis, burgers",,restaurant
2115,Chipotle Mexican Grill,"2810 Paces Ferry Rd SE, Ste 102",33.8655553,-84.4693676,0.2953301667,"mexican, fast food, restaurants",,restaurant
2116,Locos Grill & Pub,3167 Peachtree Rd NE,34.3119329,-83.8157775,0.5658979349,"restaurants, bars, nightlife, american traditional, pubs, sports bars",,restaurant
2117,The Brass Tap,"790 Glenwood Ave SE, Ste 260",33.7406413,-84.3615321,0.5794312801,"american new, nightlife, beer bar, restaurants, gastropubs, sports bars, bars, american traditional",,restaurant
2118,Marrakech Express,477 Flat Shoals Ave SE,33.7410039,-84.3464862,0.8629562785,"moroccan, restaurants, mediterranean, caterers, event planning  services",,restaurant
2119,Full Cup,3794 Roswell Rd,33.8584013,-84.3816531,0.634024269,"bookstores, shopping, sandwiches, cafes, food, books, mags, music  video, restaurants, coffee  tea, bakeries",,restaurant
2120,McDonald's,2375 Delk Rd,33.9232891,-84.4827215,0.3712801654,"burgers, coffee  tea, food, fast food, restaurants",,restaurant
2121,JJ Fish & Chicken,1959 Metropolitan Pkwy,33.7010306,-84.4085257,0.7419123237,"seafood, comfort food, american new, restaurants",,restaurant
2122,Volare Wine & Bistro,603 N Central Ave,33.658875,-84.408781,0.832545291,"wine bars, french, bars, italian, nightlife, greek, mediterranean, american new, american traditional, modern european, restaurants",,restaurant
2123,"Liberty Pizza - Marietta, Georgia","1275 Powers Ferry Rd SE, Ste 130, Ste 130 (Next to Microcenter)",33.9212651,-84.4663577,0.8272172116,"specialty food, pizza, fast food, american new, restaurants, food, wine bars, food delivery services, chicken wings, beer, wine  spirits, italian, bars, american traditional, beer bar, nightlife",,restaurant
2124,Mellow Mushroom Atlanta - Vinings,2950 New Paces Ferry Rd SE,33.8650912,-84.4677438,0.7543794724,"sandwiches, bars, nightlife, restaurants, pizza",,restaurant
2125,Taco Pete,2957 Main St,33.6745378,-84.4421276,0.7501058228,"burgers, hot dogs, mexican, restaurants",,restaurant
2126,Pizza K - Brazilian and American Pizza,2468 Windy Hill Rd SE,33.9026367,-84.4817605,0.5797226977,"restaurants, pizza",,restaurant
2127,Yum Yum Thai Thai Restaurant,3977 Lawrenceville Hwy,33.8490415,-84.2189574,0.6538784831,"restaurants, thai",,restaurant
2128,McDonald's,2772 Chamblee Tucker Rd,33.8808963,-84.2747928,0.3733847935,"food, burgers, coffee  tea, fast food, restaurants",,restaurant
2129,Pig-N-Chik BBQ,1815 Briarcliff Rd NE,33.8056966,-84.335976,0.7000264551,"restaurants, barbeque",,restaurant
2130,Piedmont BBQ Co.,"3795 Presidential Pkwy, Ste FP 5",33.8858966,-84.2647111,0.8570670228,"caterers, restaurants, barbeque, food delivery services, event planning  services, food",,restaurant
2131,IHOOKKA ATL,"2852 Delk Rd SE, Ste 212",33.922728,-84.4720211,0.7123715998,"hookah bars, bars, coffee  tea, nightlife, cafes, food, restaurants",,restaurant
2132,American Cut Steakhouse,"3035 Peachtree Rd NE, Ste 140",33.8374124,-84.3809017,0.7005758065,"steakhouses, american new, restaurants, venues  event spaces, event planning  services",,restaurant
2133,Garlic Thai Cuisine-Sushi Bar,340 W Ponce de Leon Ave,33.7753687,-84.3010446,0.6403846364,"restaurants, thai, sushi bars",,restaurant
2134,Durango,230 Peachtree St NW,33.7601164,-84.3880719,0.5335146155,"restaurants, steakhouses",,restaurant
2135,Six Feet Under Pub & Fish House - Grant Park,437 Memorial Dr SE,33.7463917,-84.3728535,0.7542964535,"fish  chips, texmex, burgers, pubs, local flavor, sandwiches, restaurants, seafood, salad, bars, nightlife",,restaurant
2136,Golden Buddha Restaurant,1905 Clairmont Rd,33.8102102,-84.3083989,0.7059540598,"korean, restaurants, chinese",,restaurant
2137,My Friend's Place,231 Peachtree St NW,33.7600945,-84.3869976,0.6024410623,"sandwiches, restaurants, delis",,restaurant
2138,K & K Soul Food,881 Donald Lee Hollowell Pkwy NW,33.7734078,-84.4161533,0.7475530016,"restaurants, soul food, southern",,restaurant
2139,Hibachi Express,2596 S Cobb Dr SE,33.889858,-84.537439,0.7480310954,"noodles, japanese, fast food, restaurants",,restaurant
2140,Sobban Restaurant,1788 Clairmont Rd,33.8062081,-84.3107867,0.6734990995,"korean, restaurants, southern",,restaurant
2141,Bangkok Bold Asian Fusion Kitchen,"800 Forrest St NW, K35",33.7958385,-84.4140511,0.6657318973,"thai, desserts, restaurants, asian fusion, noodles, food, chinese",,restaurant
2142,Grand China,2905 Peachtree Rd NE,33.8341783,-84.3823249,0.7703781855,"chinese, japanese, thai, cocktail bars, nightlife, bars, restaurants",,restaurant
2143,Zaxby's Chicken Fingers & Buffalo Wings,2205 Cobb Pkwy SE,33.8970088,-84.4806773,0.4694548817,"salad, restaurants, food, fast food, chicken wings",,restaurant
2144,Spring Quarter,714 Spring St NW,33.7824445,-84.3898086,0.5416157665,"soul food, venues  event spaces, arts  entertainment, restaurants, event planning  services, nightlife, music venues",,restaurant
2145,Chopt Creative Salad Co.,"3655 Roswell Rd, Ste 212",33.8551785,-84.3819195,0.651583095,"salad, vegetarian, restaurants",,restaurant
2146,O'Terrills Pub and Restaurant,510 Piedmont Ave,33.7684767,-84.3822146,0.3194093449,"pubs, nightlife, restaurants, bars",,restaurant
2147,TACO T Mexican Restaurant,1065 Windy Hill Rd,33.8946417,-84.5221292,0.8389346108,"restaurants, mexican, tacos",,restaurant
2148,Lettuce Souprise You,"2470 Briarcliff Rd NE, Ste 47",33.8269667,-84.3324708,0.603659024,"buffets, restaurants, vegetarian, event planning  services, caterers",,restaurant
2149,Portofino,3199 Paces Ferry Pl NW,33.841957,-84.381583,0.7613637113,"italian, american new, restaurants, nightlife, bars",,restaurant
2150,Papa Johns Pizza,2065 Defoors Ferry Rd NW,33.8121599,-84.4262843,0.3430923694,"pizza, italian, restaurants",,restaurant
2151,Kwan's Deli and Korean Kitchen,"267 Marietta St NW, Ste 100",33.7608147,-84.3942453,0.7760676757,"restaurants, delis, diners, korean, american traditional, burgers, sandwiches",,restaurant
2152,The Honey Baked Ham Company,"1165 Perimeter Ctr. W., Ste 360",33.9292989,-84.3480159,0.7055465925,"event planning  services, cafes, specialty food, delis, food, sandwiches, restaurants, caterers, meat shops",,restaurant
2153,Tony Morrow's BBQ,3807 Main St,33.6514451,-84.4498822,0.573226777,"american new, restaurants, barbeque",,restaurant
2154,Hibachi Stop,3425 Cascade Rd SW,33.7240965,-84.4998853,0.633685027,"burgers, asian fusion, sushi bars, japanese, chicken wings, restaurants, delis, teppanyaki",,restaurant
2155,El Torero Mexican Restaurant,2484 Briarcliff Rd NE,33.9000925,-84.2996012,0.612961648,"mexican, restaurants",,restaurant
2156,Don Eduardo's Mexican GrillJuans spot,3939 Lavista Rd,33.8436202,-84.2563845,0.7360158231,"restaurants, mexican",,restaurant
2157,St. Cecilia,3455 Peachtree Rd NE,33.851104,-84.3610988,0.8004602235,"italian, restaurants, mediterranean, seafood",,restaurant
2158,B J's Home Cooking,"832 Virginia Ave, Ste D",33.6590966,-84.4162202,0.4047740811,"restaurants, southern",,restaurant
2159,Jimmy John's,1337 Powers Ferry Rd SE,33.9192049,-84.4665889,0.4119431204,"delis, fast food, restaurants, sandwiches",,restaurant
2160,Zoës Kitchen,"5001 Peachtree Blvd, Bldg 1000, Ste 1030",33.8847969,-84.3156683,0.571354632,"restaurants, kebab, greek, salad, sandwiches, mediterranean",,restaurant
2161,Willy's Mexicana Grill,235 Peachtree St NE,33.7605323,-84.3872341,0.6609789384,"mexican, fast food, restaurants, breakfast  brunch",,restaurant
2162,Nancy's Chicago Pizza - Midtown,265 Ponce De Leon Ave,33.7724149,-84.3786057,0.7060727185,"restaurants, chicken wings, italian, pizza, food delivery services, food",,restaurant
2163,Couscous Atlanta,560 Dutch Valley Rd NE,33.7926977,-84.3695264,0.7381004109,"mediterranean, restaurants, beer, wine  spirits, american new, food",,restaurant
2164,Gutbusters,2107 Candler Rd,33.7292367,-84.2814936,0.751324049,"restaurants, sandwiches, american traditional",,restaurant
2165,316 Cafe' Kabob & More,1260 Powers Ferry Rd SE,33.9216155,-84.4682801,0.6089095783,"restaurants, middle eastern, mediterranean, food, specialty food, ethnic food",,restaurant
2166,China Garden Restaurant,1579 Monroe Dr NE,33.797917,-84.36912,0.3834472484,"soup, american new, asian fusion, chinese, american traditional, restaurants",,restaurant
2167,Benihana,2143 Peachtree Rd NE,33.812736,-84.3915197,0.5046631367,"sushi bars, japanese, breakfast  brunch, restaurants, nightlife, noodles",,restaurant
2168,Supermercado El Sol,"6555 Peachtree Industrial Blvd, Atlanta, GA 30360, United States",33.9255731,-84.2761304,0.6689201048,"restaurants, food, grocery, mexican","supermarket, groceryorsupermarket, food",food
2169,Telephone Factory Lofts,828 Ralph McGill Blvd NE,33.7682113,-84.3604812,0.5716184601,"restaurants, ramen, japanese",,restaurant
2170,Johnny Rockets,"3500 Peachtree Rd NE, Ste G9, Phipps Plaza",33.8525553,-84.3619336,0.5512718818,"american traditional, diners, restaurants, burgers, fast food, sandwiches",,restaurant
2171,JINYA Ramen Bar - Buckhead,"3714 Roswell Rd, Unit 35",33.856608,-84.3827169,0.8597974488,"ramen, restaurants, noodles, japanese, tapassmall plates",,restaurant
2172,Lennys Grill & Subs,"4511 Olde Perimeter Way, Ste 700",33.9289653,-84.3430476,0.473507567,"delis, american new, restaurants, sandwiches",,restaurant
2173,El Matador,4316 Chamblee Tucker Rd,33.8819326,-84.2200085,0.6118743542,"restaurants, texmex, mexican",,restaurant
2174,Jet's Pizza,6615 Roswell Rd NE,33.9352852,-84.3788061,0.6551400674,"food delivery services, restaurants, food, pizza",,restaurant
2175,Enoteca Carbonari,710 Peachtree St NE,33.7740274,-84.3849814,0.5214669236,"restaurants, italian",,restaurant
2176,bar ONE tapas lounge,687 Memorial Dr,33.7464203,-84.3648823,0.49994479,"lounges, bars, tapas bars, restaurants, nightlife",,restaurant
2177,Bareburger,"715 Peachtree St NE, Ste 102",33.7741465,-84.3844369,0.557252344,"restaurants, burgers, salad, american traditional",,restaurant
2178,Royal Oak Pub,1155 Mt Vernon Hwy,33.9321448,-84.3486383,0.6702809372,"beer, wine  spirits, pubs, food, bars, restaurants, british, fish  chips, irish, nightlife",,restaurant
2179,El Super Pan Latino Sandwiches & Bar,"Ponce City Market, 675 Ponce De Leon Ave NE, Atlanta, GA 30308",33.7728735,-84.3656545,0.7390207896,"food, latin american, sandwiches, restaurants","restaurant, food",food
2180,WingKing Express,"5600 Buford Hwy NE, Ste 102",33.9051071,-84.2721755,0.694314821,"american new, chicken wings, asian fusion, restaurants",,restaurant
2181,Pho 24 Atlantic Station,"264 19th St NW, Ste 2160",33.7930185,-84.397095,0.4872416447,"noodles, restaurants, sandwiches, vietnamese",,restaurant
2182,American Wings & Seafood,387 Cleveland Ave SW,33.6815844,-84.4023489,0.6887249745,"chicken wings, restaurants",,restaurant
2183,J Martinez & Co,3934 Green Industrial Way,33.9077314,-84.2983617,0.7198609434,"flowers  gifts, cafes, coffee  tea, shopping, grocery, restaurants, food",,restaurant
2184,Firehouse Subs Glenridge Springs,"5610 Glenridge Dr, Ste 102",33.908073,-84.36368,0.5163585346,"restaurants, sandwiches, delis, fast food",,restaurant
2185,30 North Avenue NE,30 North Ave NE,33.7715994,-84.3864504,0.4454127879,"bars, pubs, restaurants, nightlife",,restaurant
2186,The Local No. 7,"2316 Main St, Ste A",33.8526655,-84.2144991,0.7155686978,"american new, chicken wings, american traditional, restaurants, sandwiches",,restaurant
2187,Lucky's Burger & Brew Brookhaven,"305 Brookhaven Ave, Ste 1250",33.8715674,-84.3352455,0.7701131887,"restaurants, food, burgers, breweries, chicken wings, nightlife, bars, sports bars",,restaurant
2188,Pollo Campero Buford HWY,3389 Buford Hwy NE,33.843573,-84.32739,0.717592249,"fast food, latin american, restaurants",,restaurant
2189,Hattie Marie's Texas BBQ,3699 Main St,33.654262,-84.449664,0.6870692302,"barbeque, soul food, cajuncreole, southern, sandwiches, restaurants",,restaurant
2190,1082 Huff Rd NW,1082 Huff Rd NW,33.7889839,-84.4228059,0.4,"restaurants, sandwiches, asian fusion",,restaurant
2191,Kale Me Crazy | Health food restaurant Decatur,"358 W Ponce de Leon Ave, Decatur, GA 30030",33.7753909,-84.3015127,0.7363771968,"coffee  tea, salad, juice bars  smoothies, food, restaurants","restaurant, food",food
2192,Westside Pizzeria + Bar,"2260 Marietta Blvd NW, Ste 107",33.8166839,-84.4484503,0.6722807114,"restaurants, diners, chicken wings, sandwiches, pizza, food, desserts",,restaurant
2193,american wings,890 E Cleveland Ave,33.680925,-84.418128,0.7422922782,"chicken wings, restaurants, seafood",,restaurant
2194,Hungry Ghost,345 Edgewood Ave SE,33.7542149,-84.3762661,0.637494621,"nightlife, bars, vietnamese, asian fusion, korean, restaurants, american new",,restaurant
2195,Wendy's,2668 Windy Hill Rd,33.9006459,-84.4766395,0.4523030408,"fast food, hot dogs, restaurants, burgers",,restaurant
2196,Panera Bread,3393 Peachtree Rd,33.8478682,-84.3626126,0.3789966681,"bakeries, food, bagels, breakfast  brunch, sandwiches, restaurants, soup, salad",,restaurant
2197,The Greater Good BBQ,4441 Roswell Rd,33.8763616,-84.3799367,0.752080928,"barbeque, food, restaurants",,restaurant
2198,Phoenix and Dragon Chinese,164 W Wieuca Rd NE,33.8780358,-84.3814027,0.1806669975,"restaurants, chinese",,restaurant
2199,Dolce Italian Atlanta,"3035 Peachtree Rd NE, Ste A201",33.8376691,-84.3800396,0.7322863932,"italian, restaurants",,restaurant
2200,Cape Dutch,1782 Cheshire Bridge NE,33.8086906,-84.3642091,0.7552552429,"bars, nightlife, seafood, american new, african, restaurants, belgian, south african, steakhouses",,restaurant
2201,Shake Shack Buckhead,"3035 Peachtree Rd NE, Ste A146",33.837682,-84.3809013,0.7237898286,"burgers, ice cream  frozen yogurt, restaurants, desserts, american traditional, fast food, hot dogs, american new, food",,restaurant
2202,99 Sushi,"5975 Roswell Rd, B 201",33.9183997,-84.3778347,0.655748281,"asian fusion, restaurants, sushi bars, buffets, japanese",,restaurant
2203,Panera Bread,3625 Spring Hill Pkwy SE,33.862346,-84.483648,0.5571565859,"breakfast  brunch, bagels, sandwiches, restaurants, food, soup, salad, bakeries",,restaurant
2204,Annie Mae's Pantry,"1700 Northside Dr, Ste A7",33.8005224,-84.4085375,0.7095586301,"restaurants, soul food, southern",,restaurant
2205,Lucky China Wings & Sub,455 North Ave NE,33.7706052,-84.3723196,0.4747737572,"american traditional, chicken wings, restaurants, chinese, food, sandwiches",,restaurant
2206,Blue Moon Pizza,"4600 W Village Pl, Ste 4003",33.8426694,-84.4899773,0.7648700345,"nightlife, bars, sports bars, restaurants, pizza",,restaurant
2207,Patria Cocina,"1039 Grant St SE, Ste B13",33.7255046,-84.3770183,0.7065403555,"restaurants, mexican",,restaurant
2208,N'Awlins Restaurant,1271 Glenwood Ave SE,33.7399515,-84.3459417,0.3508601613,"restaurants, cajuncreole, breakfast  brunch, italian",,restaurant
2209,Pappadeaux Seafood Kitchen,2830 Windy Hill Rd SE,33.9031476,-84.4703402,0.8252132864,"southern, seafood, restaurants, cajuncreole",,restaurant
2210,Wingstop,"4347 Hugh Howell Rd, Ste 200",33.8516516,-84.2099602,0.5249024822,"restaurants, chicken wings",,restaurant
2211,David's Crab House of Savannah,"3853 Lawrenceville Hwy, Ste F",33.848308,-84.224293,0.5859748208,"restaurants, seafood markets, seafood, food, specialty food, american traditional",,restaurant
2212,10 Degrees South,306 Buckhead Ave NE,33.8690449,-84.3805926,0.7718838618,"nightlife, south african, bars, lounges, african, american new, restaurants, gastropubs, cocktail bars",,restaurant
2213,Anna's BBQ,1976 Hosea L Williams Dr NE,33.7518399,-84.3227809,0.802989263,"restaurants, caterers, specialty food, event planning  services, desserts, barbeque, american traditional, southern, food",,restaurant
2214,Tava and Grill - Halal Indian Restaurant,"751 Dekalb Industrial Way, Bldg 4",33.7990343,-84.2783946,0.806339745,"pakistani, indian, restaurants",,restaurant
2215,Inman Perk Coffee - Atlanta,"240 North Highland Avenue Northeast h, Atlanta, GA 30307",33.7625492,-84.3591686,0.6799655609,"sandwiches, restaurants, cafes, coffee  tea, food","cafe, food",food
2216,Dunkin',3935 Lavista Rd,33.8444101,-84.256419,0.5981469428,"donuts, coffee  tea, restaurants, food, breakfast  brunch",,restaurant
2217,Paolino Italian Restaurant,"350 Mead Rd, Decatur, GA 30030",33.7605621,-84.3032724,0.8326583431,"sandwiches, italian, restaurants, food, gelato","restaurant, food",food
2218,BANKHEAD WINGZ,918 Donald Lee Hollowell Pkwy,33.7727459,-84.4176045,0.6286226106,"restaurants, chicken wings, fast food, salad, american traditional, burgers",,restaurant
2219,P'cheen,701-5 Highland Ave NE,33.7612105,-84.3654189,0.5807867228,"restaurants, nightlife, pubs, bars, american new",,restaurant
2220,5th St Ribs n Blues,86 5th St NW,33.7765639,-84.3900002,0.4863995353,"restaurants, barbeque",,restaurant
2221,Taco Bell,1170 Columbia Drive,33.7548475,-84.2668303,0.3726535681,"restaurants, texmex, fast food, breakfast  brunch, tacos, mexican",,restaurant
2222,D. Pepperoni Pizzeria,279 Powers Ferry Rd SE,33.9449671,-84.4975883,0.6047740811,"restaurants, pizza",,restaurant
2223,Taichi Bubble Tea,2484 Briarcliff Rd NE,33.8280225,-84.3321621,0.7412343649,"poke, restaurants, japanese, food, ramen, bubble tea",,restaurant
2224,Rreal Tacos - Chamblee,"5070 Peachtree Blvd, Ste B100",33.8880617,-84.3143024,0.6439360371,"mexican, tacos, tapassmall plates, glutenfree, restaurants, food delivery services, food, beer, wine  spirits",,restaurant
2225,Fugu Express,"2900 Delk Rd SE, Ste 2000",33.9232234,-84.4659131,0.7097322703,"restaurants, japanese, sushi bars",,restaurant
2226,D'Vine Wine Bar & Shop,5486 Chamblee Dunwoody Rd,33.9474814,-84.3375456,0.7176313198,"bars, comfort food, wine bars, beer, wine  spirits, food, american new, tapas bars, nightlife, restaurants",,restaurant
