yelp_id,gmaps_id,gmaps_name,gmaps_address,gmaps_city,gmaps_zipcode,gmaps_latitude,gmaps_longitude,yelp_rating,yelp_rating_count,gmaps_rating,gmaps_rating_count,composite_score,yelp_types,gmaps_types,has at least one type (yelp/google)
h9GgCkZS3NZ6Y5KGJwCdTA,ChIJL2K0_QYD9YgR9SV1VjgfRTE,Breakfastville Lunch and BBQ,339 University Ave SW,Atlanta,30310,33.7222542,-84.3991047,4,5,3,2,0.5084421879,"Restaurants, Barbeque",,1
7eAFDbsTs1u_98DbFE84QA,ChIJP1ZmITYI9YgR8DOJ7yasASY,Domino's Pizza,4763 Buford Hwy,Atlanta,30341,33.8801797,-84.2908225,2,30,2.9,481,0.3725295518,"Chicken Wings, Pizza, Restaurants, Sandwiches",,1
MgSLf0ol9fvR3qOxXokicA,ChIJ3-vbuIkJ9YgROAVzJ3RJk5A,Oh K-Dog Doraville,"Mart Food Court, 6035 Peachtree Rd Bldg B H, Doraville, GA 30360",Doraville,30360,33.9076991,-84.2880328,4.5,58,4.6,657,0.8057353797,"Hot Dogs, Restaurants, Korean, Fast Food","restaurant, food",1
15G8ExqK2dvlLjHjsVcLPw,ChIJaRfNd44F9YgRtuOuV7zerKk,Le Bilboquet,3027 Bolling Way NE,Atlanta,30305,33.8376651,-84.3803215,3.5,305,3.9,714,0.6620894917,"Nightlife, Food, Wine Bars, Bars, Desserts, French, Cafes, Salad, Restaurants, Diners, Breakfast & Brunch",,1
lVrnyJIvxa5j8vbET7ctCg,ChIJpwy1QBcE9YgRJ1HPmzjD-J4,The Roast,650 Ponce De Leon Ave NE,Atlanta,30308,33.7736107,-84.3658288,2.5,62,3.6,83,0.4853223141,"Restaurants, Brazilian, Peruvian, Chicken Shop",,1
c5dEyoEXB61Ai8En-fCvfw,ChIJ3-dd-n0E9YgR2OgIy-iwn10,Suite Food Lounge,"375 Luckie St NW, Atlanta, GA 30313",Atlanta,30313,33.7648889,-84.3958761,3,11,4.1,4955,0.6020936645,"Burgers, Bars, Lounges, Restaurants, American (New), Nightlife","restaurant, night_club, bar, food",1
wXn_4JBHnOFh70MgKN0A3Q,ChIJHwCOFEcQ9YgRzSjTBRsQUqA,Chick-fil-A,2975 Cobb Pkwy SE,Atlanta,30339,33.8808147,-84.4608791,3,69,4.1,1345,0.615833345,"Event Planning & Services, Caterers, Fast Food, Restaurants",,1
Pbivhnos0YpNv18uw0BS8g,ChIJk9rUd24R9YgRsKrIiII1m5Q,Gourmet Cafe & Subs,"1166 Franklin Rd SE, Ste 10",Marietta,30067,33.9247544,-84.4926345,4.5,26,4.7,409,0.7987059954,"Restaurants, Cheesesteaks, Chicken Wings, Burgers, Delis, Fish & Chips",,1
KgS7YCzAA03az53GZcp3wg,ChIJdaSR7a8J9YgR0sPGFH9ehFg,Chick-fil-A,5450 Peachtree Industrial Blvd,Chamblee,30341,33.8984652,-84.3026674,2.5,75,4.1,2027,0.5713742084,"Restaurants, Diners, Event Planning & Services, Caterers, Fast Food",,1
UUb58e-I8mXA1UBU76mUmw,ChIJn1WpWxQP9YgRAThf9WX1gMg,La Fonda Latina,4429 Roswell Rd NE,Atlanta,30342,33.8757864,-84.380038,3.5,219,4.2,983,0.6903045855,"Restaurants, Latin American",,1
pIuNMQ3oa9f078Hm0wmNbw,ChIJdYenZvIE9YgRH9kn2pjDA58,Gio’s Chicken Amalfitano,1099 Hemphill Ave,Atlanta,30318,33.7850219,-84.4058493,4,388,4.5,1074,0.780051162,"Salad, Restaurants, Food, Desserts, Sandwiches, Chicken Wings, Italian, Specialty Food, Pizza",,1
0YP0DDtN3mA33VhRZnIaQg,ChIJZ5VgBcMN9YgRVwXaaEjEQxw,Caffe Fortunato,"255 Village Pkwy, Ste 330",Marietta,30067,33.950392,-84.412769,3,21,5,1,0.6402390854,"Italian, Pizza, Seafood, Restaurants",,1
RCZjzjcZy8HHLts6NPhY6A,ChIJw94Qa1oJ9YgRjjDWkkFJlv0,Tin Lizzy's Cantina,"121 Perimeter Center W, Atlanta, GA 30346",Atlanta,30346,33.9274529,-84.3426863,3.5,376,4.4,2157,0.7268206217,"Tex-Mex, Bars, Restaurants, Nightlife, Sports Bars, Mexican","bar, restaurant, food",1
0n-4IVzPZwYxU7Kyls81Kw,ChIJAQBblJMO9YgRSNMUGdpi8GI,Mike's Hot Dogs,5948 Roswell Rd NE,Atlanta,30328,33.9179575,-84.3815871,4.5,210,0,0,0.8102570541,"Hot Dogs, Event Planning & Services, American (Traditional), Caterers, Burgers, Restaurants",,1
rhmU43AoE81FcKPzW3Anzg,ChIJY4Z1EFQd9YgRqKH1KMJKY4M,Silver's Delight Caribbean Restaurant,2879 E Point St,East Point,30344,33.6765894,-84.4428752,3,51,3.6,283,0.545032487,"Restaurants, Food, Vegetarian, Caribbean",,1
P0d6FB3Xb0cMCVcXCOrN3Q,ChIJPfhxjLUJ9YgRqynucklaepI,El Taco Veloz,3245 Chamblee Dunwoody Rd,Atlanta,30341,33.8917706,-84.2911724,4,29,4,607,0.6844394358,"Restaurants, Mexican",,1
U9SK3eMMp1_MqLbRF8XjSQ,ChIJy2govhAE9YgRyqfK_NJPaQQ,Botiwalla by Chai Pani,"Ponce City Market, 675 Ponce De Leon Ave NE n134, Atlanta, GA 30308",Atlanta,30308,33.7728405,-84.365934,4,396,4.6,1299,0.7923448402,"Indian, Pakistani, Restaurants","restaurant, food",1
clcQH-L2oJXSaGqXd4-b-w,ChIJZ6Dk4j0H9YgRKBp9IZs05os,Out of the Pan,105 Clairemont Ave,Decatur,30030,33.7758817,-84.2963804,4,16,2.8,4,0.5056660735,"Restaurants, Southern",,1
WhnaZYE91fpE3J1-mGfdyw,ChIJ7-1LMKIF9YgR8FoE8amwPYU,Local Motives Restaurant,"45 Ivan Allen Jr Blvd NW, Atlanta, GA 30308",Atlanta,30308,33.7648907,-84.3892334,3,5,3.8,45,0.5452841167,"Food, Coffee & Tea, Salad, American (New), Restaurants","restaurant, food",1
0UStur6rMhwMawAO5A3qcQ,ChIJ9VCL1s4J9YgRnFrcH4Bi6R0,Delicious Kabob Chinese Restaurant,3640 Shallowford Rd,Atlanta,30340,33.8964384,-84.2854139,3.5,16,0,0,0.5322540601,"Restaurants, Chinese",,1
YWShu0ZRT2qUZXOElJoU0A,ChIJ1bl_bTCn9YgRe32vaE1Z0D0,B & L Wings (Pick Up and Go Only),3996 Pleasantdale Rd,Atlanta,30340,33.7957735,-84.4142336,4.5,7,4.4,191,0.7419719299,"Event Planning & Services, Caterers, Restaurants, Chicken Wings",,1
lMZUfYih5Jn-AZRCJXD_6A,ChIJ85XHRXgE9YgR9VT4-5ph4P8,Bistro Seven,231 Peachtree St NE,Atlanta,30303,33.7604039,-84.386319,2.5,18,3.5,20,0.4423283604,"Fast Food, Restaurants",,1
Nw6E-_h4gAUdcig5oShe8w,ChIJpcb88jH99IgRcVwEl4MN5QA,LongHorn Steakhouse,6000 N Terminal Pkwy,Atlanta,30337,33.6391833,-84.4325128,3.5,211,4.2,2868,0.700871198,"Restaurants, American (Traditional), Barbeque, Steakhouses",,1
quRgJkAFP00AzkoZ9v4d5A,ChIJTxXyCJoR9YgRorjWRbiDcFU,Waffle House,2805 Delk Rd SE,Marietta,30067,33.9244396,-84.4699918,3,41,4,890,0.5936283216,"American (Traditional), Diners, Breakfast & Brunch, American (New), Restaurants",,1
YnUtavzx8jhbO3QacSKR5w,ChIJR5YOss8J9YgRN41K6yPRcR0,Thien Thanh Restaurant,5219 Buford Hwy,Doraville,30340,33.8963631,-84.2818507,3,41,0,0,0.4602652737,"Restaurants, Vietnamese",,1
nZe1byYVUZIQkrt2mNcbmw,ChIJJZvysWcE9YgRi4tp4H_YZaI,Community Smith,866 W Peachtree St NW,Atlanta,30308,33.7782258,-84.3875117,3.5,210,4,153,0.6503497076,"Cocktail Bars, American (New), Breakfast & Brunch, Nightlife, Restaurants, American (Traditional), Bars, Lounges",,1
2t4bNpCwSwc-KfEQCG5Y5Q,ChIJhfNP-7AR9YgRpJcxXiQq0Ks,Red Elephant Thai Cuisine,"3000 Windy Hill Rd, Ste 152",Marietta,30067,33.9042402,-84.4663041,3.5,192,4.3,578,0.6927560746,"Food, Thai, Restaurants",,1
r43uO7lJUi-Dub40GGEWog,ChIJh_WA9dun9YgRf9v7tP1X5Sc,IHOP,4276 Lavista Rd,Tucker,30084,33.8476603,-84.2437467,2.5,66,3.5,1750,0.5078935363,"Breakfast & Brunch, American (Traditional), Restaurants, American (New), Burgers",,1
qbFXEqi7fbq2nOro_CMY8w,ChIJcf5zR3oE9YgRQWNU_-TCmEY,Mellow Mushroom Downtown Atlanta,"400 W Peachtree St NW Suite #1, Atlanta, GA 30308",Atlanta,30308,33.7648695,-84.3885856,3.5,268,4.3,2160,0.7116083353,"Bars, Nightlife, Sandwiches, Pizza, Restaurants","restaurant, food",1
wnCuqrG0NfWbUINjTkG6FQ,ChIJR7TIabIF9YgREIiIULwdF00,Fox Bros. Bar-B-Que Que-osk,120 Ottley Dr NE,Atlanta,30324,33.806414,-84.3845711,4.5,53,4.5,206,0.782324523,"Barbeque, Restaurants, Tex-Mex",,1
hPuF30jBQ4lVOmZ7GJq74Q,ChIJVXikeJAO9YgR7IE_IYbCucM,"Blue Grotto Sushi, Tapas & Bar","220 Sandy Springs Cir, Ste 205",Sandy Springs,30328,33.9256082,-84.3835358,4,133,4.5,71,0.7354042213,"Tapas Bars, Asian Fusion, Sushi Bars, Restaurants",,1
REnCcDMnOWLcFmD16bixLA,ChIJh3XrOQQH9YgR9QtBAYHAr6w,Janet's Kitchen Atlanta (Carryout/Dine in),1359 Clairmont Rd,Decatur,30033,33.7925418,-84.3049631,3.5,46,4.1,84,0.6309085782,"Soul Food, Restaurants, Filipino",,1
uhIQYIk5LpBlRho9n_D_7g,ChIJA8UsJ_IF9YgRWzgVJicaetg,Bangkok Station,"550 Pharr Rd, Ste 101",Atlanta,30305,33.8372936,-84.3700246,4,396,4.4,1020,0.7698298539,"Restaurants, Salad, Asian Fusion, Nightlife, Cocktail Bars, Bars, Sushi Bars, Thai",,1
Gh2WvUhme6qrigJ_f03opQ,ChIJXxLm6bni9IgRyOvWzqESoy8,Get Fruity Cafe - College Park,3707 Main St,College Park,30337,33.6186711,-84.4734149,3,50,3.7,317,0.5559089849,"Juice Bars & Smoothies, Wraps, Food, Salad, Restaurants",,1
Wjr53aSQCtqMdROCENlhuQ,ChIJ72RqEpcR9YgR9OwwggUK1Ow,Kabob Brazilian Grill,"1260 Powers Ferry Rd, Ste E",Marietta,30067,33.9215164,-84.4682494,4.5,12,4.7,45,0.7646149905,"Restaurants, Steakhouses, Brazilian, Buffets",,1
xLHs5CCZa3LaC4xVOeuQMg,ChIJrQ7H3sX89IgR6erKAwHwziw,Cafe Sip the Experience,528 Main St NE,Atlanta,30324,33.8227347,-84.3698794,4,277,4.3,269,0.7404651042,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",,1
6ybXhVupSgXBfARs6JPccQ,ChIJWfTqXJMR9YgRz6rFXA5nU1U,Jimmy'z Kitchen Marietta,"2468 Windy Hill Rd, Ste 600",Marietta,30067,33.9026567,-84.4816952,5,50,4.7,387,0.8579801948,"Restaurants, Latin American",,1
enkVA0eTQZ0yd_QMmryewQ,ChIJFY5uVd4E9YgR8u9Q6pFUF-Y,The Defoor Centre,1710 Defoor Ave NW,Atlanta,30318,33.801428,-84.420003,3.5,10,3.9,65,0.5857864682,"Restaurants, Cafes",,1
Lt7mJyG5E90iKP1T--VQxw,ChIJsadInawG9YgRrJ91wh9AFc4,Uncle Maddio's Pizza,"1220 Caroline St NE, Ste A-100",Atlanta,30307,33.758802,-84.3489611,3,37,4.1,18,0.5620199035,"Pizza, Restaurants",,1
0NRcugIFwniVkYJw8Yt3PQ,ChIJ6cBjtBAE9YgRUisH70GZTX4,Whole Foods Market,"650 Ponce De Leon Ave NE, Atlanta, GA 30308, United States",Atlanta,30308,33.7752338,-84.3658288,3.5,296,4.3,2284,0.713722536,"Delis, Sandwiches, Fruits & Veggies, Food, Specialty Food, Grocery, Health Markets, Restaurants, Beer, Wine & Spirits","grocery_or_supermarket, liquor_store, supermarket, health, food",1
dlq8ENCS5nFDOuCChLkp_A,ChIJeRGxfIAD9YgRrjzfTPlv7VQ,Fresh To Order - CNN Center,"One Cnn Ctr, Ste 220",Atlanta,30303,33.7576722,-84.3948278,4,132,3.5,58,0.6332151987,"Sandwiches, Salad, Restaurants, Breakfast & Brunch",,1
#NAME?,ChIJY5ijsO8C9YgR2Pz3kKm03KU,Kemper's Cafe Caribbean Cuisine Inc,1955 Metropolitan Pkwy,Atlanta,30315,33.7015748,-84.4084495,4,110,4.1,528,0.7132501159,"Vegetarian, Restaurants, Caribbean, Soul Food",,1
gO-l7Er5AGn0ay_Puc7Z5w,ChIJMfxHNeIF9YgRDRBPxkURvfg,Vine and Tap,2770 Lenox Rd NE,Atlanta,30324,33.8306248,-84.3561617,3.5,114,4.4,35,0.6658204211,"Tapas/Small Plates, Bars, Restaurants, Nightlife, Wine Bars, Cocktail Bars",,1
vjvAb0mvWEKMRokpZLvkzA,ChIJr9BEJesO9YgRLfXDAa00p-g,Captain Crabs & Monster Margaritaville,5785 Roswell Rd,Atlanta,30328,33.9131125,-84.3784601,3,7,2.8,16,0.4067339451,"Chicken Wings, Restaurants, Burgers, Sandwiches",,1
ToRk70ACY01nhpFPh03Mtw,ChIJq4WLppUF9YgRxjJHRzjGuNo,Salata,"231 Peachtree St NE, Ste B14",Atlanta,30303,33.7602091,-84.3870153,3.5,31,4.2,65,0.6323221001,"Restaurants, Salad, Wraps, Soup",,1
j9Z4KiUuD8X-xdtICOGvwA,ChIJr5FhBfQE9YgRoP8lvLFRDeI,Joseph Andrew's Grill & Food Service,420 14th St NW,Atlanta,30318,33.7859589,-84.4009595,4,29,4.7,3,0.7021383344,"Mexican, Food, Barbeque, Restaurants",,1
qTXYie0Phy8JbuOau4rTmg,ChIJuagesKEF9YgR_oS1L5PWjbM,Aziza,"1170 Howell Mill Rd, Ste P10b",Atlanta,30318,33.7856313,-84.4125735,4.5,73,4.4,323,0.7818677492,"Restaurants, Middle Eastern",,1
IGKj16DbhdTxk4VQaR8Aog,ChIJAQDcs2AD9YgRO8AaCMUC88w,The Sleepy Potato,880 Mlk Jr Dr SW,Atlanta,30314,33.7545374,-84.4163997,3.5,46,4.2,67,0.6385855426,"Burgers, Sandwiches, Restaurants, Chicken Wings, Salad",,1
Xo6hGVMUCtcz21TVUcMs5A,ChIJsWXbUOgL9YgRcFfrL3X2Bh8,Mudcatz Bayou Bar & Grill,5500 Chamblee Dunwoody Rd,Atlanta,30338,33.9484762,-84.3371924,2,9,1,1,0.2158203841,"Arts & Entertainment, Jazz & Blues, Nightlife, Restaurants, Cajun/Creole, Bars",,1
#NAME?,ChIJsRWGLFYP9YgRfS2f2RWGxkE,Five Guys,558 Main St,Atlanta,30324,33.8449414,-84.3609083,3.5,62,3.9,312,0.6290161424,"American (New), Restaurants, Fast Food, Burgers",,1
R4q-U5zNTmOd7KR9Vf35TA,ChIJX2Rb0ukQ9YgRAR2EAqAbuFA,DaVinci's Pizzeria of Smyrna,1810 Spring Rd SE,Smyrna,30080,33.8830074,-84.5009567,4,310,4.6,903,0.7847822207,"Sandwiches, Restaurants, Pizza, Salad",,1
NE0NskTa5Iy1asip0aHDvA,ChIJE_AfTQER9YgRFA4jJ7p6jZo,Poke Burri,"925 Battery Ave SE, Ste 1100",Atlanta,30339,33.8879328,-84.4706231,4,11,4.5,111,0.70263938,"Food, Restaurants, Asian Fusion, Poke, Sushi Bars",,1
eUnd9qEhR5cE277DOZ7xKA,ChIJOTYNip4O9YgRmCiLGNui1vg,Zaxby's Chicken Fingers & Buffalo Wings,6545 Roswell Rd,Sandy Springs,30328,33.9333885,-84.3797292,3,27,4.2,768,0.6058166671,"Fast Food, Salad, Restaurants, Chicken Wings, American (Traditional)",,1
1PApdHQzcYmHFYdUD0FL_w,ChIJWx5HoFwH9YgR6CbbSwdgEAQ,Loteria Grill - Tacos Tequilas y Más,1555 Church St,Decatur,30030,33.7926118,-84.2842493,2.5,20,3.3,15,0.4210471984,"Restaurants, Food, Mexican, Event Planning & Services, Caterers, Desserts, Tacos",,1
ceIMcKlqhrONnHVUxQwsaw,ChIJ9XqhZ1UJ9YgREbZT9akd8bA,Paris Bistro,5 Concourse Pkwy NE,Atlanta,30328,33.9343762,-84.3523975,3,10,5,2,0.6136071749,"Cafes, Restaurants, Food",,1
XmSa-PhB4tkjnr_yF_9Isw,ChIJXecmRe4D9YgRcZm04rAIUEs,Just Loaf'N Poboys & Snoballs,371 Blvd SE,Atlanta,30312,33.7444767,-84.3684676,3,132,3.8,436,0.584061137,"Sandwiches, Cajun/Creole, Food Trucks, Restaurants, Food",,1
TqSw_LMOgsSmGh852ngh1w,ChIJF5dXtrMD9YgR3C0t0vO7gKI,Harold's Barbecue,171 McDonough Blvd,Atlanta,30315,33.7175639,-84.3826511,3,51,3.6,5,0.5048769575,"Barbeque, Restaurants",,1
wI9enIQYr2s89rc9OzpyIQ,ChIJiwZalxME9YgRbCduVwpUXkA,Best Wings,"463 Ponce De Leon Ave NE, Atlanta, GA 30308",Atlanta,30308,33.7730916,-84.3718082,4,22,4.2,234,0.6904288831,"Sandwiches, Chicken Wings, Restaurants","meal_takeaway, restaurant, food",1
uZ4gshD-lunaxiCztEM0Vw,ChIJa9N0RCUO9YgRNsILJFOxSnU,Blimpie,"6300 Powers Ferry Rd, Ste 400",Atlanta,30339,33.9050059,-84.4277326,5,7,4.3,120,0.7771653524,"Restaurants, Sandwiches",,1
KbyrRWuEeK6uEbtpAUgIdg,ChIJw2Pxp_ED9YgR76DtrNcdY6I,Little's Food Store,"198 Carroll St SE, Atlanta, GA 30312, United States",Atlanta,30312,33.7492148,-84.3679763,4.5,178,4.7,223,0.8217035808,"Burgers, Restaurants, Grocery, Beer, Wine & Spirits, Food","grocery_or_supermarket, convenience_store, food",1
qn5xT_Jtb6HjCmGJ83kxww,ChIJH12pm9ji9IgRkntY_rXOYnY,Burger Theory,4669 Airport Blvd,Atlanta,30337,33.6281371,-84.4522999,3.5,98,3.9,353,0.6372966497,"American (New), Restaurants, Burgers, Food, Desserts, Nightlife, Bars",,1
XVebcl4bHwL6KJu1M6mX-Q,ChIJL78HkekL9YgRDH81fNbEQSc,Marlow's Tavern,"1317 Dunwoody Village Pkwy, Ste 102",Dunwoody,30338,33.949896,-84.3351231,3.5,157,4.3,701,0.691662963,"Gastropubs, Burgers, Restaurants, Beer, Wine & Spirits, American (New), Food",,1
MK3L2zdQEjxrWV_teBXLrg,ChIJw38AwEQQ9YgRU4PPRE1wsVg,Thai Cafe,2860 Cumberland Mall SE,Atlanta,30339,33.8795488,-84.4675349,2.5,6,4,41,0.4840820373,"Thai, Restaurants, Food Court",,1
RolokrmOKP0Nd0MKBb5nNw,ChIJNbzlDF6n9YgRgfUAnrXlpUo,5865 Buford Hwy NE,5865 Buford Hwy NE,Doraville,30340,33.9099219,-84.2652665,4,7,0,0,0.6089095783,"Chinese, Restaurants",,1
7owKwLSc7LHF0CfzVUvLmg,ChIJEaJe4HkE9YgRoUqNzNYwiiY,Taste of Asia,303 Peachtree Center Ave NE,Atlanta,30303,33.762719,-84.385836,2,12,2.5,6,0.2750148193,"Chinese, Restaurants",,1
Qsg2bv8NZg6tpKz9hGnFtQ,ChIJWbXMg84J9YgRHPIcWduCC6Y,Master Pho,"5145 Buford Hwy NE, Doraville, GA 30340",Doraville,30340,33.8929485,-84.283543,2.5,20,4.3,1205,0.5660463255,"Vietnamese, Restaurants","restaurant, food",1
kCSAzH5wnXEXud9tUql1gw,ChIJCUBExX4B9YgRSNJcPSLftW4,Church's Texas Chicken,1405 Moreland Ave SE,Atlanta,30316,33.7157228,-84.3499747,2,11,0,0,0.2214669236,"Fast Food, Breakfast & Brunch, Restaurants, Chicken Shop, Chicken Wings",,1
6319k9XMHy594aE1MJbpxA,ChIJGQo06-sO9YgRGUX-UAV0EGY,Il Forno Pizza & Pasta,5680 Roswell Rd,Atlanta,30342,33.9099,-84.379088,3,73,4.3,381,0.6235821198,"Mediterranean, Turkish, Restaurants, Pizza, Italian",,1
N32ojB47bSJ5QYHRYrSdhA,ChIJ81kKxUgQ9YgRBDmIwut6OpE,CAFE 200,"200 Galleria Pkwy SE, Ste 120",Atlanta,30339,33.8857171,-84.4636094,4.5,5,4.3,18,0.7268741405,"Salad, Cafeteria, Cafes, Restaurants",,1
5D2ovG-ZDh10An3mPc9q6A,ChIJzzhTnakG9YgROMRpt4mcLIc,Stir it Up,84 12th St NE,Atlanta,30309,33.7846557,-84.3848524,3,96,3.9,53,0.5674056215,"Caribbean, Restaurants",,1
L40VDBEi26K3dZqFuEekxg,ChIJPa8F3YsD9YgRKLOAroztyJw,Grindhouse Burgers,209 Edgewood Ave SE,Atlanta,30303,33.7539261,-84.3799603,4,337,4.3,332,0.7456745742,"Restaurants, Burgers",,1
EloJfjzO3AniWGkGkdqttg,ChIJM9UMx9er9YgRrnTXHnPW8-s,Touchdown Wings,3632 Flakes Mill Rd,Decatur,30030,33.6797643,-84.2299995,3,19,3.8,587,0.5578125534,"Seafood, Burgers, Restaurants, Chicken Wings",,1
vstZg6KabgKLVGXDRU-ttA,ChIJd1uu4j0H9YgRlbv5o-dY41U,K BBQ Taco,105 Clairemont Ave,Decatur,30030,33.7758968,-84.2963532,4.5,218,4.7,249,0.8259699375,"Asian Fusion, Tacos, Restaurants, Korean, Mexican",,1
EcWua9u1p11p4N7O96DVaw,ChIJsZR0THQH9YgRj6uD1Nhejrs,Tropical Smoothie Cafe,2502 Blackmon Dr,Decatur,30033,33.795134,-84.286827,3,45,4,498,0.5890016647,"Salad, Juice Bars & Smoothies, Food, Restaurants, Sandwiches",,1
mIszIaNAft6npGPcEqYJEg,ChIJ5SNWSycG9YgRCt3p1waqIXE,Taqueria Michoacan,3328 Buford Hwy NE,Atlanta,30329,33.8435389,-84.3287252,3.5,24,4,298,0.6242275092,"Restaurants, Mexican",,1
Ryj_BvkPh7DPung30XNO-A,ChIJM8Tl2Qwa9YgRk101TSadRwc,Maru Sushi,4454 S Cobb Dr SE,Smyrna,30080,33.8457456,-84.5043552,4,236,4.6,556,0.7755329773,"Restaurants, Sushi Bars, Salad, Seafood",,1
Xz-tXfqDwjlHyyec_rnxnQ,ChIJqSxdWz2m9YgR-Yihu4jg_qg,The Greater Good BBQ,4431 Hugh Howell Rd,Tucker,30084,33.8500672,-84.2072439,3.5,218,4.2,788,0.6879347798,"Restaurants, Barbeque",,1
55NF5ImeGBAiP4MEft9Wfw,ChIJE6LMWY0F9YgRWvqU5zplJlE,Basil's Restaurant & Tapas Bar,2985 Grandview Ave NE,Atlanta,30305,33.8360663,-84.3760337,4,218,4.3,505,0.7433101276,"American (New), Sandwiches, Middle Eastern, Lebanese, Mediterranean, Restaurants, Tapas/Small Plates, Breakfast & Brunch, Greek",,1
AgVEHaoljwxSp44oUqTc-A,ChIJj1TR-MsO9YgRF3YkZAVvVHs,Salata,"860 Johnson Ferry Rd, Ste 200",Atlanta,30342,33.9076247,-84.359093,4,44,4.2,202,0.699298115,"Bakeries, Salad, Food, Restaurants, Wraps, Soup",,1
pmTmuupoiZh9S2fjQiTDeg,ChIJwcgt6I4F9YgRdsB4cdNT9aY,Don Antonio by Starita,102 W Paces Ferry Rd NW,Atlanta,30305,33.8402968,-84.3842563,3.5,66,4.3,8,0.6330227361,"Bars, Pizza, Gluten-Free, Food, Italian, Nightlife, Restaurants, Specialty Food, American (New), Cocktail Bars",,1
VolOYwctkSI5TmMSX2OK2A,ChIJM3FVzI8F9YgRLCXqlNKJJ0A,Sophie's Uptown,54 Pharr Rd NW,Atlanta,30305,33.8364143,-84.3824844,4,38,4,9,0.6457401178,"Food, Restaurants, Delis, Bakeries, Sandwiches",,1
uAgLvj1kTDjbGfUGdFR27w,ChIJbQ6gNMQE9YgRuazQvrLdsiI,WestSide Pie,1133 Huff Rd Nw,Atlanta,30318,33.7896822,-84.4255505,3.5,26,3.5,2,0.5275119011,"Restaurants, Pizza",,1
lPgSa77WTrIhZtaaseZxjw,ChIJbad1L1sJ9YgRI99LRQVQbtg,The Pub Perimeter,4400 Ashford Dunwoody Rd,Atlanta,30346,33.923894,-84.339782,4,202,3.8,80,0.6730623933,"British, Food, Beer, Wine & Spirits, Restaurants, Pubs, Nightlife, Bars, Sandwiches",,1
CGMYio2vfv2jvg5qL2JR_w,ChIJI8zMhVwB9YgRc9PaZ6GmZhs,537 Gresham Ave SE,537 Gresham Ave,Atlanta,30316,33.7395493,-84.3459339,2,8,0,0,0.2125573453,"Southern, Restaurants",,1
Tf7kXPAsGV5w2XpED6NoGA,ChIJl0m7XWQP9YgRrcxhhbtWlwo,Flip Burger Boutique,3655 Roswell Rd NE,Atlanta,30305,33.8546971,-84.382254,4,534,4.3,143,0.7440582357,"Food, Bars, Juice Bars & Smoothies, Burgers, Wine Bars, American (New), Restaurants, Nightlife",,1
RY3Qc1CvumBd9G3JbqU3CA,ChIJlcxObD0H9YgRCETrTocBi4w,Sawicki's Meat Seafood & More,250 W Ponce de Leon Ave,Decatur,30030,33.7753288,-84.2997737,4.5,146,4.1,9,0.7262868632,"Seafood Markets, Food, Specialty Food, Sandwiches, Desserts, Meat Shops, Restaurants",,1
4BHNYWxH-HhGEz0599s1EQ,ChIJPR4S4mYE9YgRYTzZ_aWjIhs,Bytes,"848 Spring St.NW,",Atlanta,30308,33.7779832,-84.3890046,4,116,4.4,294,0.7379854426,"Pizza, Restaurants",,1
vdQLCK1Y--vI2Oq7Nfm0nw,ChIJ2eJIMooF9YgRKRLVEYQjCuo,The Big Ketch Saltwater Grill Buckhead,"3279 Roswell Rd NE, Atlanta, GA 30305",Atlanta,30305,33.8446698,-84.3794596,3.5,508,4.3,1573,0.7181841414,"American (Traditional), Seafood, Restaurants","restaurant, food",1
geqIxijPUD8nVDI2VKnPuw,ChIJHz7ugXgD9YgR4IcJLzG0OlY,DayDreams Fantasy Lounge,257 Trinity Ave SW,Atlanta,30303,33.7508017,-84.3963099,2.5,20,3.6,51,0.4633175847,"Breakfast & Brunch, Dance Clubs, Bars, Nightlife, Restaurants, Hookah Bars",,1
IX4M45uhr8vOJxikARrdfg,ChIJjRpdaJ4R9YgRJph_B0zxCN4,AMERICAN WINGS,2555 Delk Rd,Marietta,30067,33.923125,-84.4780111,3.5,20,4.1,138,0.6235535015,"Chicken Wings, Restaurants, Fish & Chips",,1
m1BMquVS1NgcUK7Mq_BF4Q,ChIJc0VVrb4J9YgRTvKbt5q6cfY,Jimmy John's,"5485 Peachtree Industrial Blvd, Ste 100",Chamblee,30341,33.8971976,-84.3025743,1.5,25,3,104,0.3139404341,"Sandwiches, Delis, Fast Food, Restaurants",,1
uTjox6j0cciG1eDoIkz5bA,ChIJ96inYVsQ9YgRBEiqwntTXdc,Pei Wei Asian Express,1308 Cumberland Mall,Atlanta,30339,33.8797328,-84.4674934,2,5,3.3,54,0.3990046579,"Restaurants, Food, Chinese",,1
eoh5JoxvkqY1sZinRF2xFw,ChIJMzXOxz4H9YgR-qNqJZfL6Ds,El Tesoro,129 Church St,Decatur,30030,33.7716692,-84.2946571,3,54,3.5,2,0.4885295014,"Restaurants, Mexican",,1
PvtRRIreDevYhWlt8OkC7A,ChIJw51SGUIE9YgR99TolCrU5gU,NELLIES Famous Chicken Strips,990 Piedmont Ave NE,Atlanta,30309,33.781514,-84.3808239,2,5,3.7,21,0.4199265711,"American (Traditional), American (New), Burgers, Restaurants, Hot Dogs, Chicken Wings",,1
